#{"t_start": 1776070577.9574978, "env_id": "highway-v0"}
r,l,t
22.251327,30,887.12993
4.090909,7,889.467974
15.824241,22,896.629952
3.560246,5,898.280551
9.663851,13,902.511688
14.478469,21,909.359802
3.758507,5,911.011832
12.160065,14,915.57869
22.080959,30,925.275659
2.794337,4,926.606106
20.744651,30,936.334808
24.094193,30,946.122415
20.124839,25,954.163542
8.632773,13,958.414133
8.701156,13,962.666388
20.659198,30,972.477372
22.25871,30,982.242126
20.893335,30,991.973503
8.699387,13,996.185884
22.133643,30,1006.000742
20.009145,30,1015.831544
20.53988,30,1025.540539
16.420829,21,1032.425225
20.942105,30,1042.142853
21.291627,30,1051.864373
2.401191,4,1053.173266
22.481885,30,1062.881942
15.870795,23,1070.393471
7.079995,11,1073.959064
3.645509,6,1075.923275
4.969364,8,1078.515437
20.066519,28,1087.551011
2.403409,4,1088.873498
20.475076,28,1097.899389
11.085359,14,1102.444353
20.71055,30,1112.206868
3.052257,4,1113.526045
22.540591,30,1123.315405
3.652907,5,1124.943497
10.509266,16,1130.118801
1.958373,3,1131.122455
5.567334,8,1133.757333
8.380664,13,1138.012572
16.537611,22,1145.176614
2.401174,4,1146.476364
6.392348,10,1149.716447
14.732154,20,1156.191749
1.602273,3,1157.188146
15.542817,22,1164.366753
7.402349,9,1167.312613
3.728393,6,1169.261219
4.652271,7,1171.558487
6.790437,8,1174.144688
6.006284,9,1177.106126
11.940111,17,1182.670162
3.054833,5,1184.304096
7.259422,11,1187.872387
5.794133,7,1190.178761
2.60128,4,1191.495916
3.402417,5,1193.114647
22.120891,30,1202.924979
2.932895,5,1204.599715
3.558403,5,1206.236693
17.283054,24,1213.986777
2.399343,4,1215.305373
7.958567,10,1218.571382
21.008119,30,1228.399765
1.795329,3,1229.395998
21.851372,30,1239.154434
19.522504,26,1247.628
5.54005,9,1250.591511
3.403571,5,1252.229681
21.304903,30,1261.927283
5.593425,7,1264.180615
2.599059,4,1265.496359
15.78175,22,1272.653068
22.710831,30,1282.435738
10.490972,14,1287.007878
11.422079,16,1292.220785
4.559649,6,1294.188821
1.597429,3,1295.19426
20.857086,30,1304.933012
1.795329,3,1305.941252
1.960209,3,1306.929731
23.358989,30,1316.737877
3.617333,6,1318.712402
14.868563,18,1324.550144
10.695407,15,1329.43521
21.877128,30,1339.84679
21.721559,30,1349.629475
22.751022,30,1359.391192
3.855291,5,1361.043053
21.485203,30,1370.707037
11.17379,16,1375.905962
2.963674,5,1377.54756
7.793559,10,1380.814376
20.53988,30,1390.56656
4.754,6,1392.540033
22.919949,30,1402.376117
11.375025,16,1407.555895
21.521959,30,1417.358753
24.106655,30,1427.056341
10.836265,16,1432.283068
4.65448,7,1434.559541
18.263683,25,1442.695092
20.860628,30,1452.433604
21.210209,30,1462.110679
4.794138,6,1464.05936
7.60552,10,1467.303083
3.400187,5,1468.946368
24.340398,30,1478.68425
22.837421,30,1488.461687
22.357532,30,1498.187016
15.145814,21,1505.035052
21.985157,30,1514.815033
21.02902,30,1524.533275
21.676357,30,1534.311946
21.006074,30,1544.054517
11.858488,16,1549.252515
19.88186,23,1556.717697
4.963541,7,1558.994632
21.279944,30,1568.756175
1.795329,3,1569.754683
4.168326,6,1571.705341
20.818271,30,1581.475018
21.170758,30,1591.197363
2.281855,4,1592.506787
9.649378,14,1597.063331
16.757937,24,1604.902209
4.195799,5,1606.527625
5.975941,9,1609.493881
5.599456,8,1612.104937
21.089247,30,1621.833258
23.417173,30,1631.703985
2.761346,4,1633.006075
1.602273,3,1634.009288
4.654509,7,1636.274965
9.093134,13,1640.46046
24.586931,30,1650.251022
11.065203,15,1655.085698
16.806013,24,1662.806935
21.794456,30,1672.492199
21.959937,30,1682.179072
1.600037,3,1683.161395
22.771392,28,1692.298562
8.503527,13,1696.505324
22.229727,30,1706.25034
7.103689,11,1709.814753
18.04323,27,1718.617466
20.736592,30,1728.363208
1.767153,3,1729.376341
23.551273,30,1739.176298
3.734804,6,1741.134089
21.837522,30,1750.888383
20.53988,30,1760.633012
10.094201,15,1765.477257
1.600037,3,1766.50106
1.790522,3,1767.515541
20.651176,30,1777.314354
12.196297,18,1783.111303
18.867086,26,1791.536577
22.358034,30,1801.272255
21.272328,29,1810.704067
21.092214,30,1820.605392
5.564909,8,1823.211137
4.287574,7,1825.4993
13.65998,18,1831.3841
16.548198,22,1838.516155
21.332082,30,1848.361338
21.206821,30,1858.129562
21.912267,30,1867.884821
9.204099,13,1872.136521
24.21233,30,1881.984728
19.80497,29,1891.475035
10.331185,15,1896.349724
17.793133,24,1904.177026
3.892333,6,1906.149915
21.263329,30,1915.93103
11.414236,16,1921.119525
21.536628,30,1930.837399
17.515739,24,1938.598396
15.386967,22,1945.754389
1.925144,3,1946.728398
7.375107,10,1949.953074
12.977758,18,1955.764481
20.971554,30,1965.499071
12.603381,17,1970.996905
13.620981,20,1977.523628
12.212768,17,1983.06562
1.600054,3,1984.088034
22.242376,30,1993.745133
20.225234,28,2003.538249
22.43312,30,2013.229465
20.770468,30,2023.009815
21.087695,30,2032.763328
18.381869,27,2041.419924
13.593041,20,2047.914315
21.446691,30,2057.655845
20.975104,30,2067.348259
3.723983,6,2069.307414
21.09221,30,2079.138945
20.644435,29,2088.608033
4.692191,7,2090.889663
22.751253,30,2100.711576
12.338535,18,2106.610429
4.287574,7,2108.91283
5.559479,7,2111.205514
19.208676,27,2119.95765
21.064218,30,2129.626034
14.538552,19,2135.778774
1.597429,3,2136.767359
21.576052,30,2146.568348
5.51976,8,2149.210653
5.957163,7,2151.490896
21.168236,30,2161.309707
11.049699,16,2166.519603
2.396748,4,2167.828073
20.886207,30,2177.619182
20.776327,30,2187.417984
20.659368,30,2197.188054
21.638536,30,2206.971834
4.288702,7,2209.260111
6.261597,9,2212.178343
10.341174,14,2216.769441
6.042983,8,2219.377512
20.744533,30,2229.086866
20.693182,30,2238.802939
21.205715,30,2248.519328
20.573864,30,2258.341535
20.770491,30,2268.07908
9.381986,14,2272.619631
18.422491,26,2281.110233
2.401173,4,2282.444018
19.409073,29,2291.881577
21.689064,30,2301.595133
20.850022,30,2311.376737
21.205715,30,2321.177896
21.207003,30,2330.859309
21.122847,30,2340.517385
21.531956,30,2350.303252
21.778403,30,2360.081265
2.403409,4,2361.390292
22.643188,30,2371.245472
22.281427,30,2380.940196
20.539857,30,2390.731063
20.625215,30,2400.473586
1.597429,3,2401.463714
14.835379,22,2408.693882
20.892004,30,2418.423754
14.830046,21,2425.234998
8.053605,12,2429.191992
20.739695,30,2439.000958
21.57538,30,2448.807966
21.181197,30,2458.504102
16.784513,25,2466.596593
13.279807,19,2472.73378
7.650107,10,2476.008809
2.727273,5,2477.671543
20.573864,30,2487.457074
15.025544,21,2494.256224
20.744511,30,2503.974282
21.361281,30,2513.68163
21.124834,30,2523.474979
20.406837,30,2533.268736
21.768391,30,2543.040948
20.539858,30,2552.731235
20.850056,30,2562.48455
3.20048,5,2564.119196
20.8927,30,2573.748415
5.252588,8,2576.359325
16.232636,23,2583.811175
20.864601,30,2593.526169
21.051832,30,2603.25391
20.454545,30,2613.108079
20.454545,30,2622.850999
18.303204,27,2631.701361
22.92152,30,2641.342527
20.884928,30,2651.154593
9.630789,15,2656.067543
20.853756,30,2665.793348
7.613607,11,2670.110694
21.235554,29,2679.545867
4.090909,7,2681.937104
21.375617,30,2691.596285
21.404849,30,2701.371384
21.561203,30,2711.127063
7.823971,12,2715.034328
22.452752,30,2724.778552
15.245484,22,2732.036596
21.414458,30,2741.794923
9.85856,15,2746.684812
19.40808,29,2756.113874
15.878396,24,2763.923031
3.727453,6,2765.903229
22.280884,30,2775.615453
1.597429,3,2776.604381
21.364823,30,2786.319165
6.012459,9,2789.255961
21.762258,30,2799.012229
7.585335,12,2802.92694
20.539857,30,2812.586637
15.988433,22,2819.709839
4.054115,5,2821.376838
20.744533,30,2831.133899
11.420782,16,2836.379668
20.690946,30,2846.206773
6.766842,9,2849.122503
20.771717,30,2858.886805
15.282135,23,2866.367556
21.005065,30,2876.066875
18.000745,26,2884.535924
20.938733,30,2894.356961
21.167767,30,2904.172498
20.653391,30,2913.976784
6.717264,9,2916.958369
20.659198,30,2926.680665
21.442141,30,2936.454508
2.650904,4,2937.780293
2.045455,4,2939.093008
20.738725,30,2948.730821
2.846591,5,2950.371325
20.625215,30,2960.08792
12.303447,17,2965.569779
21.335282,30,2975.250448
21.684946,30,2985.129768
20.888809,30,2994.805697
20.742455,30,3004.639251
9.128336,13,3008.866803
21.028931,30,3018.517886
21.212589,30,3028.204363
10.580364,16,3033.438197
1.050855,2,3034.132209
1.958373,3,3035.137151
20.769486,30,3044.978297
2.932918,5,3046.610265
7.857955,12,3050.594357
1.600054,3,3051.616435
21.306937,30,3061.246938
10.429707,16,3066.454454
21.05782,30,3076.162699
20.454545,30,3085.948073
21.014917,30,3095.598528
20.454545,30,3105.382235
7.950932,12,3109.284452
20.977675,30,3119.13745
20.972139,30,3128.951074
20.454545,30,3138.722221
21.401082,30,3148.491961
21.457054,30,3158.212171
20.573864,30,3168.002077
10.227273,16,3173.228047
21.011346,30,3183.006776
21.319222,30,3192.770681
20.53988,30,3202.52944
21.093453,30,3212.277486
19.011385,28,3221.322343
22.632662,30,3231.108636
19.703876,29,3240.453188
20.653391,30,3250.218489
14.906022,21,3257.021096
20.825195,30,3266.864111
20.653391,30,3276.655352
21.179825,30,3286.42318
9.976873,15,3291.309508
13.201574,16,3296.529313
8.004124,11,3300.122272
20.53988,30,3309.773284
20.625216,30,3319.437065
20.693182,30,3329.288173
9.412339,13,3333.544376
21.130512,30,3343.998182
21.203211,30,3353.700184
13.118811,19,3359.85924
22.80225,30,3369.64506
21.031323,30,3379.339429
20.860546,30,3389.128488
20.65698,30,3398.887035
20.660191,30,3408.627056
20.53988,30,3418.343987
2.846591,5,3419.987954
20.539857,30,3429.88138
20.767651,30,3439.672084
20.853611,30,3449.48862
7.975037,12,3453.41268
21.258184,30,3463.170678
20.659227,30,3473.004802
20.53988,30,3482.614094
20.454545,30,3492.308431
20.65698,30,3502.064295
21.366847,30,3511.835207
22.084031,30,3521.556472
20.964773,30,3531.243603
15.317171,23,3538.724802
21.320496,30,3548.466025
15.585174,21,3555.27761
20.861444,30,3564.94402
20.744393,30,3574.711433
20.651176,30,3584.391911
20.850023,30,3594.171597
22.233218,30,3603.941033
20.887789,30,3613.717475
22.082971,30,3623.54668
13.807489,20,3630.037808
21.842153,30,3639.814434
20.764141,30,3649.453249
21.442081,30,3659.101972
20.454545,30,3668.850312
20.573864,30,3678.629518
20.454545,30,3688.395022
20.857052,30,3698.126088
20.454545,30,3707.851475
20.631023,30,3717.541595
22.050976,30,3727.262068
20.97739,30,3737.02462
20.539857,30,3746.819232
20.85725,30,3756.596915
21.713841,30,3766.326768
20.71069,30,3776.059592
20.652284,30,3785.869904
9.545455,15,3790.714803
20.736517,30,3800.495469
2.403409,4,3801.800634
20.778517,30,3811.487504
20.53988,30,3821.235222
20.653391,30,3830.982481
20.831683,30,3840.749519
2.477147,4,3842.069152
20.690946,30,3851.885116
21.214831,30,3861.572366
20.8125,30,3871.321513
21.20238,30,3881.114503
20.941195,30,3890.892434
20.855854,30,3900.633031
2.566059,4,3901.961772
21.332899,30,3911.681442
19.489717,27,3920.514956
21.156588,30,3930.197729
9.630766,15,3935.071819
20.53988,30,3944.942741
20.454545,30,3954.741979
20.94238,30,3964.507051
21.087855,30,3974.262788
20.454545,30,3984.076645
22.16151,30,3993.806049
20.53988,30,4004.296867
20.53988,30,4014.112741
20.886238,30,4023.793005
1.789379,3,4024.809752
17.812585,27,4033.72969
20.82883,30,4043.392128
9.443537,13,4047.620637
20.659209,30,4057.397886
20.53988,30,4067.084991
20.454545,30,4076.841099
21.08748,30,4086.628923
4.474132,6,4088.598631
20.776282,30,4098.44376
17.393477,26,4106.968321
21.088842,30,4116.687769
20.625244,30,4126.397026
20.454545,30,4136.262816
20.916001,30,4146.014576
20.625356,30,4155.854647
20.977392,30,4165.497542
14.059441,19,4171.714151
20.454545,30,4181.397778
20.939941,30,4191.221092
20.659203,30,4200.909094
20.454545,30,4210.620031
20.771717,30,4220.398053
20.53988,30,4230.255623
5.520399,8,4232.845177
13.125244,20,4239.311922
20.653392,30,4249.064077
17.467174,24,4256.883425
21.418481,30,4266.650864
21.178051,30,4276.345585
14.318182,22,4283.473936
20.625245,30,4293.215022
20.53988,30,4303.025162
20.454545,30,4312.813283
20.744538,30,4322.562445
6.775477,10,4325.84006
20.659176,30,4335.646133
5.454545,9,4338.592968
21.60355,30,4348.36992
20.454545,30,4358.140837
20.665006,30,4367.896762
21.995415,30,4377.619884
20.454545,30,4387.319557
20.454545,30,4397.092726
20.8125,30,4406.890406
9.298905,14,4411.445843
20.835679,30,4421.21956
20.53988,30,4430.95295
20.861785,30,4440.672614
20.85583,30,4450.428572
15.085335,23,4457.953428
20.858185,30,4467.779041
20.454545,30,4477.501179
21.010184,30,4487.254516
17.965909,27,4496.085722
21.35943,30,4505.848664
21.177177,30,4515.602821
20.571645,30,4525.422261
20.454545,30,4535.124932
20.625193,30,4544.925233
7.585335,12,4548.850477
20.651176,30,4558.644799
6.935281,11,4562.206554
20.53988,30,4572.002024
20.659198,30,4581.693711
21.090891,30,4591.433199
3.051413,5,4593.049773
20.539881,30,4602.926584
5.693182,9,4605.883424
20.625244,30,4615.654287
20.810281,30,4625.429642
20.53988,30,4635.22751
8.267153,13,4639.457349
20.693182,30,4649.16004
20.540873,30,4658.843905
20.625216,30,4668.529331
20.659198,30,4679.030668
20.651176,30,4688.803641
20.690946,30,4698.500082
20.8125,30,4708.346894
20.834683,30,4717.988964
20.539857,30,4727.63277
20.693182,30,4737.347633
20.738727,30,4747.040101
2.959217,4,4748.380697
20.659198,30,4758.058978
20.625216,30,4767.789084
20.651176,30,4777.591794
20.53988,30,4787.325336
20.651176,30,4796.944584
20.625215,30,4806.657808
1.650434,3,4807.643262
20.693182,30,4817.37259
20.53988,30,4827.172436
20.454545,30,4836.945509
21.643502,30,4846.75052
20.53988,30,4856.551001
20.659198,30,4866.327734
20.891012,30,4876.008502
4.176249,7,4878.304394
20.454545,30,4888.15454
20.53988,30,4897.861551
20.625215,30,4907.561142
20.571645,30,4917.205043
21.401117,30,4926.974185
2.281855,4,4928.298266
20.972683,30,4938.087854
20.53988,30,4947.834967
20.539909,30,4957.504691
21.05773,30,4967.207791
20.539857,30,4976.974598
21.886232,30,4986.711663
20.539881,30,4996.538081
20.65698,30,5006.327729
20.971777,30,5016.038888
14.488997,22,5023.32155
10.543196,16,5028.581451
21.029546,30,5038.40102
20.573864,30,5048.07664
20.53988,30,5057.887337
20.454545,30,5067.564703
6.221698,10,5070.814208
20.53988,30,5080.668909
20.625215,30,5090.510633
9.295329,14,5095.095199
20.573864,30,5104.765295
20.653391,30,5114.466257
20.571645,30,5124.181087
4.001228,6,5126.146458
2.930703,5,5127.779861
20.53988,30,5137.504804
20.454545,30,5147.346644
20.454545,30,5157.200581
20.745333,30,5167.036108
6.9375,11,5170.641369
19.539946,29,5180.103844
20.653391,30,5189.838076
5.011364,8,5192.452291
20.540873,30,5202.256951
20.454545,30,5211.993646
20.454545,30,5221.701979
20.454545,30,5231.526956
15.357955,23,5238.987595
20.539857,30,5248.698639
20.454545,30,5258.447563
20.745526,30,5268.194884
20.454545,30,5278.094494
20.571645,30,5287.858034
20.830697,30,5297.553806
20.886238,30,5307.293977
7.765915,11,5310.901875
20.53988,30,5320.70445
20.657149,30,5330.46517
20.857086,30,5340.893517
20.573864,30,5350.678633
20.573864,30,5360.473688
10.227273,16,5365.711432
20.454545,30,5375.439118
20.454545,30,5385.312369
20.573864,30,5395.172996
20.653589,30,5404.894617
20.737504,30,5414.559014
20.454545,30,5424.332956
20.454545,30,5434.04049
20.53988,30,5443.78645
20.454545,30,5453.53384
20.65698,30,5463.26983
2.281855,4,5464.587272
20.659198,30,5474.442855
20.540873,30,5484.233079
20.625385,30,5494.00261
20.454545,30,5503.785242
20.454545,30,5513.529606
20.573864,30,5523.299606
20.454545,30,5533.093746
20.454545,30,5542.812174
20.660191,30,5552.481894
20.53988,30,5562.231375
20.573864,30,5572.022851
20.949327,30,5581.811501
11.028409,17,5587.330654
20.625356,30,5597.069229
20.573864,30,5606.847578
20.571645,30,5616.614565
20.710532,30,5626.433121
20.573864,30,5636.151569
20.745526,30,5645.912415
20.53988,30,5655.712758
20.985779,30,5665.543696
20.454545,30,5675.292757
20.539909,30,5684.994229
20.53988,30,5694.707732
20.651183,30,5704.48788
20.54005,30,5714.312366
20.454545,30,5724.056415
20.778517,30,5733.795612
13.781793,20,5740.286348
20.454545,30,5750.076309
20.53988,30,5759.702107
20.85708,30,5769.406306
20.454545,30,5779.134734
20.822015,30,5788.916638
20.454545,30,5798.704922
20.659198,30,5808.500078
20.625216,30,5818.253484
20.539909,30,5827.987256
21.52144,30,5837.750093
20.822791,30,5847.511653
20.778686,30,5857.37346
20.571645,30,5867.14774
20.945991,30,5876.819207
20.454545,30,5886.581619
20.53988,30,5896.240912
20.454545,30,5906.006439
20.454545,30,5915.791532
20.941499,30,5925.578746
20.454545,30,5935.29416
20.539885,30,5945.127806
20.886238,30,5954.845656
20.626038,30,5964.565027
20.893437,30,5974.360511
20.53988,30,5984.157759
20.854834,30,5993.887715
20.651176,30,6003.591258
20.573864,30,6013.964166
20.454545,30,6023.67586
21.402273,30,6033.403656
20.659198,30,6043.134893
20.454545,30,6052.897156
20.659198,30,6062.750932
20.454545,30,6072.437918
20.53988,30,6082.230534
20.659198,30,6091.910639
20.822785,30,6101.601532
20.454545,30,6111.34846
20.573864,30,6121.173941
20.454545,30,6130.858302
20.454545,30,6140.627041
20.454545,30,6150.325353
20.53988,30,6160.078758
20.693182,30,6169.858516
20.690963,30,6179.65553
20.454545,30,6189.431702
20.454545,30,6199.21014
20.454545,30,6209.038079
20.454545,30,6218.767943
20.454545,30,6228.593562
20.852214,30,6238.280199
20.53988,30,6248.074747
20.454545,30,6257.808325
20.454545,30,6267.531745
20.690963,30,6277.337454
20.53988,30,6287.102953
20.454545,30,6296.841415
20.745356,30,6306.675872
20.776298,30,6316.483342
20.744363,30,6326.350329
20.454545,30,6336.041549
20.09448,30,6345.850183
20.454545,30,6355.496321
20.454545,30,6365.248938
20.53988,30,6374.925343
20.748122,30,6384.675056
20.454545,30,6394.434717
20.454545,30,6404.164887
20.53988,30,6413.934843
20.653391,30,6423.688076
20.573864,30,6433.452968
20.454545,30,6443.304545
20.744533,30,6453.098257
20.454545,30,6462.850684
20.454545,30,6472.50891
20.573864,30,6482.292971
20.971573,30,6491.995411
20.573864,30,6501.780187
20.53988,30,6511.538565
20.454545,30,6521.394992
4.177236,7,6523.684388
20.454545,30,6533.433226
20.454545,30,6543.248832
20.573864,30,6552.941854
20.65698,30,6562.71588
20.53988,30,6572.489593
20.53988,30,6582.235085
20.573864,30,6591.911504
12.392045,19,6598.118851
20.454545,30,6607.876396
20.62536,30,6617.550828
20.454545,30,6627.263957
20.53988,30,6636.970017
20.454545,30,6646.728164
20.454545,30,6656.552958
20.454545,30,6666.222551
20.53988,30,6676.763817
6.136364,10,6680.058112
20.653391,30,6689.81704
20.53988,30,6699.583936
20.454545,30,6709.306657
20.693182,30,6719.1363
4.772727,8,6721.747554
20.659198,30,6731.520915
20.573864,30,6741.279078
20.454545,30,6751.068103
20.454545,30,6760.827034
20.454545,30,6770.559034
20.625215,30,6780.31191
20.53988,30,6790.092509
20.653391,30,6799.803772
20.653391,30,6809.537728
20.53988,30,6819.384874
20.573864,30,6829.221654
20.659198,30,6838.955929
20.53988,30,6848.729564
20.53988,30,6858.504217
20.54005,30,6868.196706
20.716361,30,6878.039378
20.454545,30,6887.779131
20.53988,30,6897.530522
20.659198,30,6907.178963
20.53988,30,6916.968861
20.626038,30,6926.729537
20.693182,30,6936.473169
20.454545,30,6946.240761
20.539862,30,6955.997335
20.53988,30,6965.832724
20.454545,30,6975.560967
20.454545,30,6985.302207
20.454545,30,6995.125892
20.573864,30,7004.913047
20.771717,30,7014.589772
20.53988,30,7024.421154
20.53988,30,7034.240548
20.964774,30,7043.953576
20.454545,30,7053.677679
20.53988,30,7063.437061
20.653391,30,7073.219107
20.689116,30,7082.987715
20.454545,30,7092.785125
20.53988,30,7102.584532
20.454545,30,7112.287738
20.454545,30,7122.087569
20.454545,30,7131.894168
20.454545,30,7141.684942
20.65698,30,7151.438942
20.53988,30,7161.207011
20.53988,30,7170.875306
20.454545,30,7180.632352
20.454545,30,7190.352488
20.454545,30,7200.121838
19.971573,30,7209.86397
20.454545,30,7219.63213
20.454545,30,7229.453089
20.454545,30,7239.279354
20.53988,30,7249.064804
10.909091,17,7254.61411
20.573864,30,7264.36994
20.454545,30,7274.174943
20.454545,30,7283.97764
20.625216,30,7293.706487
20.659198,30,7303.405906
20.540873,30,7313.152278
20.571645,30,7322.958314
20.539857,30,7332.649973
20.571645,30,7343.183438
20.539857,30,7352.890947
20.454545,30,7362.605969
20.454545,30,7372.363111
14.318182,22,7379.474848
20.573864,30,7389.17328
20.659198,30,7398.96176
20.53988,30,7408.740306
20.454545,30,7418.460474
20.539857,30,7428.207509
20.454545,30,7437.939207
20.454545,30,7447.608409
20.53988,30,7457.306772
20.454545,30,7466.969994
20.653391,30,7476.603708
20.864844,30,7486.412332
20.454545,30,7496.09901
20.539909,30,7505.733223
20.778517,30,7515.447472
20.625216,30,7525.24239
20.573864,30,7534.97641
20.65698,30,7544.682613
20.53988,30,7554.509969
20.454545,30,7564.215793
20.454545,30,7573.931544
20.540873,30,7583.679555
20.454545,30,7593.435354
20.454545,30,7603.176985
20.454545,30,7612.974423
20.454545,30,7622.818058
20.53988,30,7632.58567
20.659198,30,7642.382316
20.53988,30,7652.129358
20.454545,30,7661.880356
20.625215,30,7671.707994
20.573864,30,7681.551782
20.53988,30,7691.374422
20.659368,30,7701.105989
20.454545,30,7710.869723
20.454545,30,7720.586232
20.571645,30,7730.361109
20.454545,30,7740.117782
20.690963,30,7749.915349
20.454545,30,7759.594877
20.625215,30,7769.297824
20.454545,30,7779.075559
20.571645,30,7788.855518
20.454545,30,7798.597408
20.454545,30,7808.295946
20.65698,30,7818.028217
20.454545,30,7827.711814
20.454545,30,7837.514987
20.454545,30,7847.261732
20.454545,30,7857.005022
20.454545,30,7866.716138
20.454545,30,7876.515628
20.653425,30,7886.238303
20.454545,30,7895.952372
20.539881,30,7905.710974
20.573864,30,7915.401626
20.454545,30,7925.21263
20.454545,30,7935.056137
20.454545,30,7944.828088
20.53988,30,7954.627565
20.454545,30,7964.328845
20.454545,30,7974.111586
20.454545,30,7983.836003
20.454545,30,7993.498009
20.454545,30,8003.226336
20.778517,30,8013.730707
20.454545,30,8023.390605
20.53988,30,8033.153936
20.454545,30,8042.915097
